memory_system,model,model_label,scale,s,s_label,key,question_id,question_type,question_type_short,success,retrieval_calls,pass_at_b2,p_budget_exhausted,p_wrong_within_budget,api_calls,prompt_tokens,completion_tokens,total_tokens,stopped_by
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:993da5e2,993da5e2,,unknown,False,6,False,True,False,6,327889,164,328053,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:9a707b81,9a707b81,,unknown,False,6,False,True,False,6,473196,212,473408,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:9a707b82,9a707b82,,unknown,False,6,False,True,False,6,327503,230,327733,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:9aaed6a3,9aaed6a3,,unknown,False,6,False,True,False,6,342251,133,342384,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:9bbe84a2,9bbe84a2,,unknown,True,6,False,True,False,6,283153,177,283330,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:9d25d4e0,9d25d4e0,,unknown,False,6,False,True,False,6,358207,179,358386,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:9ea5eabc,9ea5eabc,,unknown,False,6,False,True,False,6,328041,128,328169,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:9ee3ecd6,9ee3ecd6,,unknown,False,2,False,False,True,2,81253,51,81304,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:a06e4cfe,a06e4cfe,,unknown,False,6,False,True,False,6,352646,168,352814,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:a08a253f,a08a253f,,unknown,False,4,False,True,False,4,150703,163,150866,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:a11281a2,a11281a2,,unknown,False,6,False,True,False,6,381787,157,381944,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:a1cc6108,a1cc6108,,unknown,False,6,False,True,False,6,410782,122,410904,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:a1eacc2a,a1eacc2a,,unknown,True,2,True,False,False,2,85393,43,85436,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:a2f3aa27,a2f3aa27,,unknown,False,6,False,True,False,6,366153,140,366293,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:a3045048,a3045048,,unknown,False,6,False,True,False,6,387351,180,387531,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:a3332713,a3332713,,unknown,True,1,True,False,False,1,16289,12,16301,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:a346bb18,a346bb18,,unknown,True,6,False,True,False,6,228317,164,228481,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:a3838d2b,a3838d2b,,unknown,False,6,False,True,False,6,374380,228,374608,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:a40e080f,a40e080f,,unknown,True,1,True,False,False,1,37575,32,37607,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:a4996e51,a4996e51,,unknown,True,6,False,True,False,6,274727,194,274921,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:a82c026e,a82c026e,,unknown,True,1,True,False,False,1,34166,24,34190,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:a89d7624,a89d7624,,unknown,False,6,False,True,False,6,476103,120,476223,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:a96c20ee,a96c20ee,,unknown,False,6,False,True,False,6,376415,119,376534,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:a96c20ee_abs,a96c20ee_abs,,unknown,False,6,False,True,False,6,278623,151,278774,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:a9f6b44c,a9f6b44c,,unknown,False,6,False,True,False,6,347717,150,347867,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:aae3761f,aae3761f,,unknown,False,6,False,True,False,6,389662,205,389867,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:ac031881,ac031881,,unknown,True,1,True,False,False,1,32796,29,32825,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:ad7109d1,ad7109d1,,unknown,True,6,False,True,False,6,361154,140,361294,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:af082822,af082822,,unknown,False,6,False,True,False,6,351940,153,352093,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:af8d2e46,af8d2e46,,unknown,True,6,False,True,False,6,357109,194,357303,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:afdc33df,afdc33df,,unknown,False,1,False,False,True,1,36893,109,37002,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:affe2881,affe2881,,unknown,True,6,False,True,False,6,239539,132,239671,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:b01defab,b01defab,,unknown,True,5,False,True,False,5,273454,153,273607,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:b0479f84,b0479f84,,unknown,False,2,False,False,True,2,102117,32,102149,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:b29f3365,b29f3365,,unknown,True,6,False,True,False,6,389761,169,389930,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:b320f3f8,b320f3f8,,unknown,True,6,False,True,False,6,362621,119,362740,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:b3c15d39,b3c15d39,,unknown,True,6,False,True,False,6,359228,163,359391,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:b46e15ed,b46e15ed,,unknown,False,6,False,True,False,6,458274,141,458415,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:b46e15ee,b46e15ee,,unknown,True,1,True,False,False,1,39289,43,39332,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:b5ef892d,b5ef892d,,unknown,False,6,False,True,False,6,347462,164,347626,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:b6019101,b6019101,,unknown,True,1,True,False,False,1,29597,9,29606,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:b6025781,b6025781,,unknown,False,2,False,False,True,2,76760,435,77195,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:b759caee,b759caee,,unknown,True,6,False,True,False,6,426316,145,426461,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:b86304ba,b86304ba,,unknown,True,6,False,True,False,6,350686,123,350809,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:b9cfe692,b9cfe692,,unknown,True,6,False,True,False,6,293123,219,293342,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:ba358f49,ba358f49,,unknown,False,6,False,True,False,6,372061,206,372267,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:ba358f49_abs,ba358f49_abs,,unknown,True,6,False,True,False,6,322401,155,322556,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:ba61f0b9,ba61f0b9,,unknown,False,1,False,False,True,1,35878,9,35887,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:bb7c3b45,bb7c3b45,,unknown,True,6,False,True,False,6,353706,150,353856,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:bbf86515,bbf86515,,unknown,True,6,False,True,False,6,399762,192,399954,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:bc149d6b,bc149d6b,,unknown,False,3,False,True,False,3,81799,45,81844,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:bc8a6e93,bc8a6e93,,unknown,True,6,False,True,False,6,395302,117,395419,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:bc8a6e93_abs,bc8a6e93_abs,,unknown,True,6,False,True,False,6,351986,157,352143,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:bcbe585f,bcbe585f,,unknown,True,6,False,True,False,6,372787,158,372945,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:bf659f65,bf659f65,,unknown,False,6,False,True,False,6,333063,197,333260,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:c14c00dd,c14c00dd,,unknown,False,6,False,True,False,6,367465,106,367571,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:c18a7dc8,c18a7dc8,,unknown,False,6,False,True,False,6,304657,116,304773,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:c19f7a0b,c19f7a0b,,unknown,True,1,True,False,False,1,37476,24,37500,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:c2ac3c61,c2ac3c61,,unknown,True,6,False,True,False,6,342396,120,342516,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:c4a1ceb8,c4a1ceb8,,unknown,False,6,False,True,False,6,342389,223,342612,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:c4ea545c,c4ea545c,,unknown,False,6,False,True,False,6,442911,127,443038,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:c4f10528,c4f10528,,unknown,True,6,False,True,False,6,340913,188,341101,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:c5e8278d,c5e8278d,,unknown,True,1,True,False,False,1,32713,9,32722,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:c6853660,c6853660,,unknown,False,6,False,True,False,6,319725,238,319963,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:c7cf7dfd,c7cf7dfd,,unknown,True,1,True,False,False,1,36023,12,36035,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:c7dc5443,c7dc5443,,unknown,True,6,False,True,False,6,382845,149,382994,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:c8090214,c8090214,,unknown,False,6,False,True,False,6,425761,144,425905,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:c8090214_abs,c8090214_abs,,unknown,True,6,False,True,False,6,478046,120,478166,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:c8c3f81d,c8c3f81d,,unknown,True,6,False,True,False,6,331301,81,331382,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:c8f1aeed,c8f1aeed,,unknown,True,1,True,False,False,1,38549,10,38559,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:c960da58,c960da58,,unknown,False,6,False,True,False,6,356411,119,356530,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:c9f37c46,c9f37c46,,unknown,False,6,False,True,False,6,371663,224,371887,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:caf03d32,caf03d32,,unknown,True,2,True,False,False,2,109182,164,109346,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:caf9ead2,caf9ead2,,unknown,True,1,True,False,False,1,37217,21,37238,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:cc06de0d,cc06de0d,,unknown,True,6,False,True,False,6,406044,100,406144,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:cc539528,cc539528,,unknown,False,6,False,True,False,6,456784,130,456914,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:cc5ded98,cc5ded98,,unknown,False,2,False,False,True,2,81233,48,81281,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:cc6d1ec1,cc6d1ec1,,unknown,False,6,False,True,False,6,382681,178,382859,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:ccb36322,ccb36322,,unknown,False,6,False,True,False,6,356414,119,356533,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:ce6d2d27,ce6d2d27,,unknown,False,6,False,True,False,6,358599,182,358781,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:ceb54acb,ceb54acb,,unknown,True,6,False,True,False,6,392992,193,393185,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:cf22b7bf,cf22b7bf,,unknown,True,1,True,False,False,1,38302,27,38329,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:d01c6aa8,d01c6aa8,,unknown,False,6,False,True,False,6,475727,120,475847,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:d23cf73b,d23cf73b,,unknown,True,5,False,True,False,5,318543,127,318670,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:d24813b1,d24813b1,,unknown,False,6,False,True,False,6,426697,144,426841,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:d3ab962e,d3ab962e,,unknown,False,6,False,True,False,6,220099,137,220236,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:d52b4f67,d52b4f67,,unknown,True,6,False,True,False,6,337851,99,337950,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:d596882b,d596882b,,unknown,True,1,True,False,False,1,37529,26,37555,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:d6062bb9,d6062bb9,,unknown,False,6,False,True,False,6,172817,161,172978,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:d6233ab6,d6233ab6,,unknown,False,6,False,True,False,6,440378,157,440535,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:d682f1a2,d682f1a2,,unknown,False,6,False,True,False,6,343428,142,343570,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:d7c942c3,d7c942c3,,unknown,True,1,True,False,False,1,37605,77,37682,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:d851d5ba,d851d5ba,,unknown,True,6,False,True,False,6,375884,158,376042,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:d905b33f,d905b33f,,unknown,True,6,False,True,False,6,272442,262,272704,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:dad224aa,dad224aa,,unknown,False,6,False,True,False,6,345420,173,345593,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:db467c8c,db467c8c,,unknown,True,1,True,False,False,1,38909,22,38931,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:dc439ea3,dc439ea3,,unknown,True,1,True,False,False,1,34576,26,34602,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:dccbc061,dccbc061,,unknown,True,1,True,False,False,1,36589,78,36667,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:dcfa8644,dcfa8644,,unknown,True,6,False,True,False,6,418031,311,418342,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:dd2973ad,dd2973ad,,unknown,False,6,False,True,False,6,363350,224,363574,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:dfde3500,dfde3500,,unknown,True,3,False,True,False,3,136859,63,136922,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:e01b8e2f,e01b8e2f,,unknown,True,6,False,True,False,6,372422,133,372555,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:e25c3b8d,e25c3b8d,,unknown,False,6,False,True,False,6,353867,184,354051,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:e3038f8c,e3038f8c,,unknown,False,6,False,True,False,6,388934,130,389064,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:e3fc4d6e,e3fc4d6e,,unknown,True,1,True,False,False,1,33620,31,33651,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:e47becba,e47becba,,unknown,True,2,True,False,False,2,82833,32,82865,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:e48988bc,e48988bc,,unknown,True,6,False,True,False,6,354424,211,354635,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:e493bb7c,e493bb7c,,unknown,True,2,True,False,False,2,97884,56,97940,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:e4e14d04,e4e14d04,,unknown,False,6,False,True,False,6,371789,176,371965,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:e56a43b9,e56a43b9,,unknown,True,6,False,True,False,6,125092,190,125282,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:e5ba910e_abs,e5ba910e_abs,,unknown,True,6,False,True,False,6,206055,160,206215,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:e6041065,e6041065,,unknown,True,6,False,True,False,6,320365,158,320523,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:e61a7584,e61a7584,,unknown,True,1,True,False,False,1,29445,22,29467,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:e66b632c,e66b632c,,unknown,False,6,False,True,False,6,378318,199,378517,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:e831120c,e831120c,,unknown,True,6,False,True,False,6,359024,198,359222,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:e8a79c70,e8a79c70,,unknown,False,6,False,True,False,6,482419,147,482566,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:e9327a54,e9327a54,,unknown,True,6,False,True,False,6,324535,133,324668,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:e982271f,e982271f,,unknown,True,6,False,True,False,6,401079,121,401200,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:eac54adc,eac54adc,,unknown,False,6,False,True,False,6,472766,158,472924,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:eac54add,eac54add,,unknown,False,6,False,True,False,6,321885,118,322003,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:eaca4986,eaca4986,,unknown,False,6,False,True,False,6,457483,157,457640,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:eace081b,eace081b,,unknown,False,6,False,True,False,6,280610,155,280765,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:ec81a493,ec81a493,,unknown,True,6,False,True,False,6,373359,153,373512,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:ed4ddc30,ed4ddc30,,unknown,True,5,False,True,False,5,259929,107,260036,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:edced276,edced276,,unknown,False,6,False,True,False,6,316057,173,316230,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:edced276_abs,edced276_abs,,unknown,True,6,False,True,False,6,305815,156,305971,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:eeda8a6d,eeda8a6d,,unknown,False,6,False,True,False,6,381067,132,381199,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:eeda8a6d_abs,eeda8a6d_abs,,unknown,True,6,False,True,False,6,422435,151,422586,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:ef66a6e5,ef66a6e5,,unknown,False,6,False,True,False,6,399689,125,399814,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:ef9cf60a,ef9cf60a,,unknown,False,6,False,True,False,6,418912,123,419035,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:efc3f7c2,efc3f7c2,,unknown,True,6,False,True,False,6,275656,159,275815,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:f0853d11,f0853d11,,unknown,False,6,False,True,False,6,342295,135,342430,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:f0e564bc,f0e564bc,,unknown,True,6,False,True,False,6,311028,161,311189,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:f35224e0,f35224e0,,unknown,False,6,False,True,False,6,348264,204,348468,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:f4f1d8a4,f4f1d8a4,,unknown,True,1,True,False,False,1,35016,21,35037,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:f4f1d8a4_abs,f4f1d8a4_abs,,unknown,True,6,False,True,False,6,383076,124,383200,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:f523d9fe,f523d9fe,,unknown,True,1,True,False,False,1,32450,21,32471,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:f685340e,f685340e,,unknown,False,6,False,True,False,6,169612,226,169838,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:f685340e_abs,f685340e_abs,,unknown,False,6,False,True,False,6,301743,134,301877,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:f8c5f88b,f8c5f88b,,unknown,True,6,False,True,False,6,341274,110,341384,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:f9e8c073,f9e8c073,,unknown,True,1,True,False,False,1,34461,9,34470,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:faba32e5,faba32e5,,unknown,True,6,False,True,False,6,421339,133,421472,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:fca70973,fca70973,,unknown,True,2,True,False,False,2,84608,121,84729,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:fca762bc,fca762bc,,unknown,True,6,False,True,False,6,415561,152,415713,budget
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:fea54f57,fea54f57,,unknown,True,2,True,False,False,2,103939,57,103996,model
MemOS-text,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_0a05b494,gpt4_0a05b494,,unknown,True,3,False,True,False,3,162874,54,162928,model
