row_id,model_label,qwen_model_id,dataset_name,s,family,question_type_short,success,llm_judge,f1,retrieval_calls,react_steps,context_tokens,qwen_input_price_cny_per_1m,qwen_output_price_cny_per_1m,qwen_chat_prompt_tokens,qwen_chat_completion_tokens,qwen_chat_calls,qwen_chat_cost_cny,qwen_chat_cost_usd_report,q0_corpus_rows,q0_memory_files_indexed_est,q0_embedding_chunks_est,q0_embedding_prompt_tokens_est,q0_embedding_cost_usd_est,q1_query_embedding_prompt_tokens_est,q1_query_embedding_calls_est,q1_query_embedding_cost_usd_est,embedding_cost_usd_est,embedding_model,embedding_cost_basis,judge_model,judge_prompt_tokens,judge_completion_tokens,judge_calls,judge_cost_usd,total_cost_cny_report,total_cost_usd_report,original_runner_total_cost_usd,result_path,source_root
179,qwen8b,qwen3-8b,s0/longmem_tr/lm_130_a0284,0,longmem_tr,TR,0,0,,1,2,1907,0.5,2.0,2788,126,2,0.001646,0.00024082635922045997,2,3,43,15207,0.00030414,4,1,8e-08,0.00030422,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1392,33,3,0.000229,0.005290452056000001,0.00077404635922046,0.000229,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
180,qwen8b,qwen3-8b,s0/longmem_tr/lm_130_a0383,0,longmem_tr,TR,0,0,,1,2,1909,0.5,2.0,2787,126,2,0.0016455,0.0002407532041903201,2,3,43,15207,0.00030414,4,1,8e-08,0.00030422,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1392,104,3,0.000271,0.0055770136560000004,0.00081597320419032,0.000271,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
181,qwen8b,qwen3-8b,s0/longmem_tr/lm_132_a0095,0,longmem_tr,TR,1,1,,1,2,1956,0.5,2.0,2863,133,2,0.0016975,0.00024836132732486687,2,3,51,19425,0.0003885,12,1,2.4e-07,0.00038874,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1398,183,3,0.000319,0.006534761352,0.0009561013273248669,0.000319,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
182,qwen8b,qwen3-8b,s0/longmem_tr/lm_132_a0156,0,longmem_tr,TR,1,1,,1,2,1952,0.5,2.0,2864,135,2,0.001702,0.0002490197225961257,2,3,51,19425,0.0003885,12,1,2.4e-07,0.00038874,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1404,33,3,0.00023,0.005930964152,0.0008677597225961257,0.00023,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
183,qwen8b,qwen3-8b,s0/longmem_tr/lm_132_a0168,0,longmem_tr,TR,1,1,,1,2,1954,0.5,2.0,2863,133,2,0.0016975,0.00024836132732486687,2,3,51,19425,0.0003885,12,1,2.4e-07,0.00038874,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1398,168,3,0.00031,0.006473248152,0.000947101327324867,0.00031,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
184,qwen8b,qwen3-8b,s0/longmem_tr/lm_132_a0275,0,longmem_tr,TR,1,1,,1,2,1954,0.5,2.0,2863,133,2,0.0016975,0.00024836132732486687,2,3,51,19425,0.0003885,12,1,2.4e-07,0.00038874,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1398,182,3,0.000319,0.006534761352,0.0009561013273248669,0.000319,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
185,qwen8b,qwen3-8b,s0/longmem_tr/lm_132_a0312,0,longmem_tr,TR,1,1,,1,2,1952,0.5,2.0,2863,133,2,0.0016975,0.00024836132732486687,2,3,51,19425,0.0003885,12,1,2.4e-07,0.00038874,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1398,107,3,0.000274,0.006227195352000001,0.000911101327324867,0.000274,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
186,qwen8b,qwen3-8b,s0/longmem_tr/lm_16_a0033,0,longmem_tr,TR,1,1,,1,3,2074,0.5,2.0,5297,126,3,0.0029005,0.00042437232984139986,1,2,25,9726,0.00019452,4,1,8e-08,0.00019460000000000001,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1203,33,3,0.0002,0.00559751208,0.0008189723298413999,0.0002,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
187,qwen8b,qwen3-8b,s0/longmem_tr/lm_16_a0350,0,longmem_tr,TR,1,1,,1,3,2078,0.5,2.0,5297,126,3,0.0029005,0.00042437232984139986,1,2,25,9726,0.00019452,4,1,8e-08,0.00019460000000000001,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1203,33,3,0.0002,0.00559751208,0.0008189723298413999,0.0002,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
188,qwen8b,qwen3-8b,s0/longmem_tr/lm_17_a0073,0,longmem_tr,TR,0,0,,1,2,1948,0.5,2.0,2924,84,2,0.00163,0.00023848539825598405,1,2,20,8159,0.00016318000000000002,4,1,8e-08,0.00016326000000000003,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1275,29,3,0.000209,0.004174322648,0.0006107453982559841,0.000209,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
189,qwen8b,qwen3-8b,s0/longmem_tr/lm_22_a0184,0,longmem_tr,TR,1,1,,1,2,1848,0.5,2.0,2760,106,2,0.001592,0.00023292561596535377,1,2,33,12557,0.00025114,1,1,2e-08,0.00025116,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1317,177,3,0.000304,0.0053864075680000005,0.0007880856159653538,0.000304,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
190,qwen8b,qwen3-8b,s0/longmem_tr/lm_22_a0349,0,longmem_tr,TR,1,1,,1,2,1852,0.5,2.0,2760,106,2,0.001592,0.00023292561596535377,1,2,33,12557,0.00025114,1,1,2e-08,0.00025116,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1317,171,3,0.0003,0.005359068368,0.0007840856159653537,0.0003,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
191,qwen8b,qwen3-8b,s0/longmem_tr/lm_25_a0145,0,longmem_tr,TR,0,0,,1,2,1895,0.5,2.0,2848,110,2,0.001644,0.0002405337390999005,2,3,44,17824,0.00035648,12,1,2.4e-07,0.00035672,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1374,29,3,0.000223,0.005606270255999999,0.0008202537390999005,0.000223,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
192,qwen8b,qwen3-8b,s0/longmem_tr/lm_25_a0207,0,longmem_tr,TR,0,0,,1,2,1893,0.5,2.0,2848,110,2,0.001644,0.0002405337390999005,2,3,44,17824,0.00035648,12,1,2.4e-07,0.00035672,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1374,25,3,0.000221,0.0055926006560000005,0.0008182537390999005,0.000221,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
193,qwen8b,qwen3-8b,s0/longmem_tr/lm_25_a0209,0,longmem_tr,TR,0,0,,1,2,1897,0.5,2.0,2848,110,2,0.001644,0.0002405337390999005,2,3,44,17824,0.00035648,12,1,2.4e-07,0.00035672,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1374,25,3,0.000221,0.0055926006560000005,0.0008182537390999005,0.000221,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
194,qwen8b,qwen3-8b,s0/longmem_tr/lm_25_a0302,0,longmem_tr,TR,0,0,,1,2,1899,0.5,2.0,2848,110,2,0.001644,0.0002405337390999005,2,3,44,17824,0.00035648,12,1,2.4e-07,0.00035672,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1374,21,3,0.000219,0.005578931056,0.0008162537390999005,0.000219,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
195,qwen8b,qwen3-8b,s0/longmem_tr/lm_3_a0010,0,longmem_tr,TR,0,0,,1,2,1854,0.5,2.0,2734,91,2,0.001549,0.00022663428337332475,1,2,35,12375,0.0002475,9,1,1.8e-07,0.00024768,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1257,25,3,0.000204,0.004636142464,0.0006783142833733248,0.000204,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
196,qwen8b,qwen3-8b,s0/longmem_tr/lm_3_a0040,0,longmem_tr,TR,0,0,,1,2,1848,0.5,2.0,2733,89,2,0.0015445,0.0002259758881020659,1,2,35,12375,0.0002475,9,1,1.8e-07,0.00024768,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1251,98,3,0.000246,0.004918704064000001,0.0007196558881020659,0.000246,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
197,qwen8b,qwen3-8b,s0/longmem_tr/lm_3_a0298,0,longmem_tr,TR,0,0,,1,2,1856,0.5,2.0,2733,91,2,0.0015485,0.00022656112834318486,1,2,35,12375,0.0002475,9,1,1.8e-07,0.00024768,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1257,21,3,0.000201,0.004615138064,0.0006752411283431849,0.000201,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
198,qwen8b,qwen3-8b,s0/longmem_tr/lm_3_a0399,0,longmem_tr,TR,0,0,,1,2,1852,0.5,2.0,2733,89,2,0.0015445,0.0002259758881020659,1,2,35,12375,0.0002475,9,1,1.8e-07,0.00024768,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1251,21,3,0.0002,0.004604303264,0.000673655888102066,0.0002,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
199,qwen8b,qwen3-8b,s0/longmem_tr/lm_3_a0425,0,longmem_tr,TR,0,0,,1,2,1854,0.5,2.0,2733,89,2,0.0015445,0.0002259758881020659,1,2,35,12375,0.0002475,9,1,1.8e-07,0.00024768,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1251,154,3,0.00028,0.005151087264,0.000753655888102066,0.00028,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
200,qwen8b,qwen3-8b,s0/longmem_tr/lm_3_a0430,0,longmem_tr,TR,0,0,,1,2,1856,0.5,2.0,2733,97,2,0.0015605,0.0002283168490665418,1,2,35,12375,0.0002475,9,1,1.8e-07,0.00024768,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1275,180,3,0.000299,0.005296948464,0.0007749968490665418,0.000299,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
201,qwen8b,qwen3-8b,s100/longmem_ssa/lm_10_a0027,100,longmem_ssa,SSA,1,1,,1,2,2077,0.5,2.0,3016,116,2,0.00174,0.000254579504886756,101,102,1408,532512,0.01065024,10,1,2.0000000000000002e-07,0.01065044,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1410,204,3,0.000334,0.076816450512,0.011239019504886757,0.000334,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_remaining348_fixresume_20260423_v1
202,qwen8b,qwen3-8b,s100/longmem_ssa/lm_10_a0078,100,longmem_ssa,SSA,1,1,,1,2,2109,0.5,2.0,3033,116,2,0.0017485,0.00025582314039913385,101,102,1639,623592,0.01247184,10,1,2.0000000000000002e-07,0.01247204,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1410,206,3,0.000335,0.08928205699200001,0.013062863140399134,0.000335,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_remaining348_fixresume_20260423_v1
203,qwen8b,qwen3-8b,s100/longmem_ssa/lm_10_a0145,100,longmem_ssa,SSA,1,1,,1,2,2078,0.5,2.0,3013,116,2,0.0017385,0.0002543600397963364,101,102,1633,619908,0.01239816,10,1,2.0000000000000002e-07,0.01239836,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1410,210,3,0.000337,0.08878213852800002,0.012989720039796336,0.000337,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
204,qwen8b,qwen3-8b,s100/longmem_ssa/lm_10_a0233,100,longmem_ssa,SSA,0,0,,1,2,2033,0.5,2.0,2961,123,2,0.0017265,0.00025260431907297943,101,102,1585,609628,0.01219256,10,1,2.0000000000000002e-07,0.01219276,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1443,21,3,0.000229,0.08662674524800001,0.01267436431907298,0.000229,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
205,qwen8b,qwen3-8b,s100/longmem_ssa/lm_10_a0317,100,longmem_ssa,SSA,1,1,,1,2,2098,0.5,2.0,3032,116,2,0.001748,0.00025574998536899397,101,102,1631,634947,0.01269894,10,1,2.0000000000000002e-07,0.012699140000000001,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1410,207,3,0.000336,0.09084057487200001,0.013290889985368995,0.000336,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
206,qwen8b,qwen3-8b,s100/longmem_ssa/lm_10_a0426,100,longmem_ssa,SSA,1,1,,1,2,2041,0.5,2.0,2999,116,2,0.0017315,0.00025333586937437814,101,102,1651,646959,0.01293918,10,1,2.0000000000000002e-07,0.01293938,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1410,207,3,0.000336,0.092466067224,0.013528715869374378,0.000336,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_remaining348_fixresume_20260423_v1
207,qwen8b,qwen3-8b,s100/longmem_ssa/lm_10_a0442,100,longmem_ssa,SSA,1,1,,1,2,2101,0.5,2.0,3035,116,2,0.0017495,0.0002559694504594136,101,102,1703,658663,0.013173260000000001,10,1,2.0000000000000002e-07,0.013173460000000001,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1410,198,3,0.00033,0.09404294840800002,0.013759429450459415,0.00033,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_remaining348_fixresume_20260423_v1
208,qwen8b,qwen3-8b,s100/longmem_ssa/lm_11_a0006,100,longmem_ssa,SSA,0,0,,1,2,1889,0.5,2.0,2862,138,2,0.001707,0.0002497512728975244,101,102,1629,622602,0.012452040000000001,21,1,4.2e-07,0.01245246,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1428,241,3,0.000359,0.089270766808,0.013061211272897525,0.000359,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
209,qwen8b,qwen3-8b,s100/longmem_ssa/lm_11_a0388,100,longmem_ssa,SSA,0,0,,1,2,1890,0.5,2.0,2863,138,2,0.0017075,0.0002498244279276643,101,102,1696,652795,0.0130559,21,1,4.2e-07,0.01305632,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1428,234,3,0.000355,0.093371189936,0.013661144427927664,0.000355,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
210,qwen8b,qwen3-8b,s100/longmem_ssa/lm_11_a0483,100,longmem_ssa,SSA,0,0,,1,2,1892,0.5,2.0,2884,136,2,0.001714,0.00025077544331948264,101,102,1603,606459,0.01212918,21,1,4.2e-07,0.012129599999999999,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1425,219,3,0.000345,0.08697539607999999,0.012725375443319482,0.000345,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
211,qwen8b,qwen3-8b,s100/longmem_ssa/lm_12_a0010,100,longmem_ssa,SSA,1,1,,1,2,1914,0.5,2.0,2856,156,2,0.00174,0.000254579504886756,101,102,1588,610011,0.01220022,9,1,1.8e-07,0.0122004,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1479,234,3,0.000362,0.08760149152,0.012816979504886757,0.000362,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
212,qwen8b,qwen3-8b,s100/longmem_ssa/lm_12_a0148,100,longmem_ssa,SSA,1,1,,1,2,1912,0.5,2.0,2856,156,2,0.00174,0.000254579504886756,101,102,1689,645730,0.0129146,9,1,1.8e-07,0.01291478,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1479,264,3,0.00038,0.09260716234400002,0.013549359504886756,0.00038,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p10_retry3_remaining758_20260422_v1
213,qwen8b,qwen3-8b,s100/longmem_ssa/lm_13_a0181,100,longmem_ssa,SSA,1,1,,1,2,1831,0.5,2.0,2811,98,2,0.0016015,0.00023431556153801134,101,102,1620,607396,0.01214792,5,1,1.0000000000000001e-07,0.012148019999999999,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1350,237,3,0.000345,0.08698879309600001,0.01272733556153801,0.000345,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
214,qwen8b,qwen3-8b,s100/longmem_ssa/lm_16_a0128,100,longmem_ssa,SSA,1,1,,1,2,1911,0.5,2.0,2881,135,2,0.0017105,0.00025026335810850354,101,102,1748,655663,0.01311326,8,1,1.6e-07,0.01311342,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1464,231,3,0.000358,0.09378496141600001,0.013721683358108505,0.000358,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
215,qwen8b,qwen3-8b,s100/longmem_ssa/lm_16_a0135,100,longmem_ssa,SSA,1,1,,1,2,1898,0.5,2.0,2881,136,2,0.0017125,0.00025055597822906304,101,102,1766,678790,0.0135758,8,1,1.6e-07,0.013575960000000001,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1467,225,3,0.000355,0.09692782540800002,0.014181515978229064,0.000355,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
216,qwen8b,qwen3-8b,s100/longmem_ssa/lm_18_a0097,100,longmem_ssa,SSA,1,1,,1,2,1832,0.5,2.0,2677,182,2,0.0017025,0.00024909287762626557,101,102,1606,617596,0.01235192,11,1,2.2e-07,0.012352140000000001,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1695,211,3,0.000381,0.088730965272,0.012982232877626267,0.000381,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
217,qwen8b,qwen3-8b,s100/longmem_ssa/lm_18_a0313,100,longmem_ssa,SSA,1,1,,1,2,1888,0.5,2.0,2737,150,2,0.0016685,0.00024411833557675425,101,102,1644,636329,0.01272658,11,1,2.2e-07,0.0127268,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1608,208,3,0.000366,0.09115516944,0.013336918335576754,0.000366,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
218,qwen8b,qwen3-8b,s100/longmem_ssa/lm_18_a0350,100,longmem_ssa,SSA,1,1,,1,2,1821,0.5,2.0,2664,173,2,0.001678,0.0002455082811494118,101,102,1568,591346,0.01182692,11,1,2.2e-07,0.01182714,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1659,253,3,0.000401,0.085254891272,0.012473648281149411,0.000401,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
219,qwen8b,qwen3-8b,s100/longmem_ssa/lm_19_a0132,100,longmem_ssa,SSA,1,1,,1,2,1820,0.5,2.0,2788,120,2,0.001634,0.00023907063849710306,101,102,1698,641276,0.01282552,4,1,8e-08,0.0128256,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1455,246,3,0.000366,0.09179594768,0.013430670638497103,0.000366,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
220,qwen8b,qwen3-8b,s100/longmem_ssa/lm_1_a0139,100,longmem_ssa,SSA,1,1,,1,2,2477,0.5,2.0,3400,105,2,0.00191,0.0002794522151343126,101,102,1731,647906,0.01295812,11,1,2.2e-07,0.01295834,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1371,225,3,0.000341,0.092808329032,0.013578792215134312,0.000341,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
221,qwen8b,qwen3-8b,s100/longmem_ssa/lm_1_a0356,100,longmem_ssa,SSA,1,1,,1,2,2496,0.5,2.0,3400,128,2,0.001956,0.00028618247790718085,101,102,1653,641373,0.01282746,11,1,2.2e-07,0.012827680000000001,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1443,33,3,0.000236,0.09124364006400001,0.013349862477907181,0.000236,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
222,qwen8b,qwen3-8b,s100/longmem_ssa/lm_1_a0448,100,longmem_ssa,SSA,1,1,,1,2,2509,0.5,2.0,3402,139,2,0.001979,0.000289547609293615,101,102,1731,680893,0.01361786,11,1,2.2e-07,0.013618080000000001,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1473,213,3,0.000349,0.097441198384,0.014256627609293616,0.000349,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
223,qwen8b,qwen3-8b,s100/longmem_ssa/lm_20_a0058,100,longmem_ssa,SSA,1,1,,1,2,1946,0.5,2.0,2956,90,2,0.001658,0.00024258207994381692,101,102,1587,593699,0.01187398,7,1,1.4e-07,0.011874119999999998,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1287,25,3,0.000208,0.084236873776,0.012324702079943815,0.000208,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
224,qwen8b,qwen3-8b,s100/longmem_ssa/lm_20_a0162,100,longmem_ssa,SSA,1,1,,1,2,1945,0.5,2.0,2958,90,2,0.001659,0.00024272839000409667,101,102,1582,612331,0.012246620000000001,7,1,1.4e-07,0.01224676,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1287,33,3,0.000213,0.086818967648,0.012702488390004098,0.000213,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
225,qwen8b,qwen3-8b,s100/longmem_ssa/lm_20_a0177,100,longmem_ssa,SSA,1,1,,1,2,1947,0.5,2.0,2956,90,2,0.001658,0.00024258207994381692,101,102,1698,643382,0.01286764,7,1,1.4e-07,0.012867779999999999,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1287,33,3,0.000213,0.091062515144,0.013323362079943816,0.000213,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
226,qwen8b,qwen3-8b,s100/longmem_ssa/lm_20_a0397,100,longmem_ssa,SSA,1,1,,1,2,1941,0.5,2.0,2957,90,2,0.0016585,0.0002426552349739568,101,102,1592,596659,0.01193318,7,1,1.4e-07,0.011933319999999999,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1287,29,3,0.00021,0.08465566353599999,0.012385975234973956,0.00021,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
227,qwen8b,qwen3-8b,s100/longmem_ssa/lm_22_a0192,100,longmem_ssa,SSA,1,1,,1,2,1847,0.5,2.0,2848,100,2,0.001624,0.0002376075378943056,101,102,1660,633125,0.0126625,6,1,1.2e-07,0.01266262,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1335,177,3,0.000306,0.09026192397600001,0.013206227537894305,0.000306,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p5_retry3_remaining950_20260422_v2
228,qwen8b,qwen3-8b,s100/longmem_ssa/lm_22_a0239,100,longmem_ssa,SSA,1,1,,1,2,1885,0.5,2.0,2873,102,2,0.0016405,0.0002400216538889214,101,102,1604,617042,0.01234084,6,1,1.2e-07,0.01234096,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1341,33,3,0.000221,0.08749898420800001,0.012801981653888921,0.000221,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p10_retry3_remaining758_20260422_v1
229,qwen8b,qwen3-8b,s100/longmem_ssa/lm_22_a0262,100,longmem_ssa,SSA,1,1,,1,2,1999,0.5,2.0,2965,102,2,0.0016865,0.0002467519166617897,101,102,1665,633624,0.01267248,6,1,1.2e-07,0.0126726,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1341,33,3,0.000221,0.08981167728,0.01314035191666179,0.000221,results.json,longmemeval_fixed2k_openclaw_doc_qwen8b_fidelity_otherapi_p10_retry3_remaining758_20260422_v1
